movieId,wr,year,title2,genres,imdbId_y,poster_y,title,tmdbId_y,link
27,3.224857604191918,1995,nowandthen,Children|Drama,114011,https://image.tmdb.org/t/p/w500/1Jc7lM4mwDHBjnlBds5wcbyaFJi.jpg,Now and Then (1995),9263.0,https://www.imdb.com/title/tt0114011
34,3.5868312889828458,1995,babe,Children|Drama,112431,https://image.tmdb.org/t/p/w500/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,Babe (1995),9598.0,https://www.imdb.com/title/tt0112431
35,3.2413979789610154,1995,carrington,Drama|Romance,112637,https://image.tmdb.org/t/p/w500/cymgtuKaRslkKxNuEfeynIodG6N.jpg,Carrington (1995),47018.0,https://www.imdb.com/title/tt0112637
36,3.8558403072851695,1995,deadmanwalking,Crime|Drama,112818,https://image.tmdb.org/t/p/w500/jAuo0Buh8wSOrAnUoiwrJIuOs0q.jpg,Dead Man Walking (1995),687.0,https://www.imdb.com/title/tt0112818
37,3.0567820853682424,1995,acrosstheseaoftime,Documentary|IMAX,112286,https://image.tmdb.org/t/p/w500/lKOAyy098yjoot8cutYsStVO1WS.jpg,Across the Sea of Time (1995),139405.0,https://www.imdb.com/title/tt0112286
38,3.0210944509964266,1995,ittakestwo,Children|Comedy,113442,https://image.tmdb.org/t/p/w500/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,It Takes Two (1995),33689.0,https://www.imdb.com/title/tt0113442
39,3.3876095951803453,1995,clueless,Comedy|Romance,112697,https://image.tmdb.org/t/p/w500/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,Clueless (1995),9603.0,https://www.imdb.com/title/tt0112697
40,3.2348996753126182,1995,"cry,thebelovedcountry",Drama,112749,https://image.tmdb.org/t/p/w500/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,"Cry, the Beloved Country (1995)",34615.0,https://www.imdb.com/title/tt0112749
41,3.606589658406683,1995,richardiii,Drama|War,114279,https://image.tmdb.org/t/p/w500/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,Richard III (1995),31174.0,https://www.imdb.com/title/tt0114279
42,3.0547456889334232,1995,deadpresidents,Action|Crime|Drama,112819,https://image.tmdb.org/t/p/w500/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,Dead Presidents (1995),11443.0,https://www.imdb.com/title/tt0112819
43,3.2809005198975867,1995,restoration,Drama,114272,https://image.tmdb.org/t/p/w500/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,Restoration (1995),35196.0,https://www.imdb.com/title/tt0114272
44,2.6940467869528533,1995,mortalkombat,Action|Adventure|Fantasy,113855,https://image.tmdb.org/t/p/w500/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,Mortal Kombat (1995),9312.0,https://www.imdb.com/title/tt0113855
45,3.3134676376618586,1995,todiefor,Comedy|Drama|Thriller,114681,https://image.tmdb.org/t/p/w500/zCREx8trzejNieDLUsRuwLU0cS3.jpg,To Die For (1995),577.0,https://www.imdb.com/title/tt0114681
46,3.1849325708830802,1995,howtomakeanamericanquilt,Drama|Romance,113347,https://image.tmdb.org/t/p/w500/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,How to Make an American Quilt (1995),11861.0,https://www.imdb.com/title/tt0113347
47,4.026621083091625,a.k.a. Se7en,seven,Mystery|Thriller,114369,https://image.tmdb.org/t/p/w500/zgB9CCTDlXRv50Z70ZI4elJtNEk.jpg,Seven (a.k.a. Se7en) (1995),807.0,https://www.imdb.com/title/tt0114369
48,2.969725620200217,1995,pocahontas,Animation|Children|Drama|Musical|Romance,114148,https://image.tmdb.org/t/p/w500/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,Pocahontas (1995),10530.0,https://www.imdb.com/title/tt0114148
49,3.1136701884778213,1995,whennightisfalling,Drama|Romance,114916,https://image.tmdb.org/t/p/w500/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,When Night Is Falling (1995),8391.0,https://www.imdb.com/title/tt0114916
50,4.2546021993481515,1995,"usualsuspects,the",Crime|Mystery|Thriller,114814,https://image.tmdb.org/t/p/w500/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,"Usual Suspects, The (1995)",629.0,https://www.imdb.com/title/tt0114814
51,3.0544675446828777,1994,guardianangel,Action|Drama|Thriller,109950,https://image.tmdb.org/t/p/w500/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,Guardian Angel (1994),117164.0,https://www.imdb.com/title/tt0109950
52,3.4503990524342645,1995,mightyaphrodite,Comedy|Drama|Romance,113819,https://image.tmdb.org/t/p/w500/m0MZabFBNtMuFn3oNcq45M1Jws3.jpg,Mighty Aphrodite (1995),11448.0,https://www.imdb.com/title/tt0113819
53,3.103440789820129,1994,lamerica,Adventure|Drama,110299,https://image.tmdb.org/t/p/w500/pnoaKYhIhFxdtpdvtuPqQlwTG5X.jpg,Lamerica (1994),49133.0,https://www.imdb.com/title/tt0110299
58,3.8339439326019162,"Postino, Il","postman,the",Comedy|Drama|Romance,110877,https://image.tmdb.org/t/p/w500/zqK1rE4gpDvEn612HeJF4EnoYCG.jpg,"Postman, The (Postino, Il) (1994)",11010.0,https://www.imdb.com/title/tt0110877
59,3.1058514743913372,"Confessionnal, Le","confessional,the",Drama|Mystery,112714,https://image.tmdb.org/t/p/w500/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg,"Confessional, The (Confessionnal, Le) (1995)",99040.0,https://www.imdb.com/title/tt0112714
60,3.0698607379690666,1995,"indianinthecupboard,the",Adventure|Children|Fantasy,113419,https://image.tmdb.org/t/p/w500/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,"Indian in the Cupboard, The (1995)",11359.0,https://www.imdb.com/title/tt0113419
61,3.205187788371141,1996,eyeforaneye,Drama|Thriller,116260,https://image.tmdb.org/t/p/w500/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,Eye for an Eye (1996),17182.0,https://www.imdb.com/title/tt0116260
62,3.688889641005965,1995,mr.holland'sopus,Drama,113862,https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,Mr. Holland's Opus (1995),2054.0,https://www.imdb.com/title/tt0113862
63,3.0899909135114263,1996,don'tbeamenacetosouthcentralwhiledrinkingyourjuiceinthehood,Comedy|Crime,116126,https://image.tmdb.org/t/p/w500/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),10607.0,https://www.imdb.com/title/tt0116126
64,2.9514214387566966,1996,twoifbysea,Comedy|Romance,118002,https://image.tmdb.org/t/p/w500/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,Two if by Sea (1996),19760.0,https://www.imdb.com/title/tt0118002
65,2.5886528110571283,1996,bio-dome,Comedy,115683,https://image.tmdb.org/t/p/w500/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,Bio-Dome (1996),9536.0,https://www.imdb.com/title/tt0115683
66,2.581377870581638,1996,lawnmowerman2:beyondcyberspace,Action|Sci-Fi|Thriller,116839,https://image.tmdb.org/t/p/w500/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,Lawnmower Man 2: Beyond Cyberspace (1996),11525.0,https://www.imdb.com/title/tt0116839
67,3.082438375075008,1995,twobits,Drama,114753,https://image.tmdb.org/t/p/w500/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,Two Bits (1995),40628.0,https://www.imdb.com/title/tt0114753
68,3.20628153417763,Gazon maudit,frenchtwist,Comedy|Romance,113149,https://image.tmdb.org/t/p/w500/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,French Twist (Gazon maudit) (1995),4482.0,https://www.imdb.com/title/tt0113149
69,3.400685830627669,1995,friday,Comedy,113118,https://image.tmdb.org/t/p/w500/z76scMklBnEC91CFqHcvqrS5coO.jpg,Friday (1995),10634.0,https://www.imdb.com/title/tt0113118
70,3.2759982535075567,1996,fromdusktilldawn,Action|Comedy|Horror|Thriller,116367,https://image.tmdb.org/t/p/w500/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,From Dusk Till Dawn (1996),755.0,https://www.imdb.com/title/tt0116367
71,2.7960886744836886,1995,fairgame,Action,113010,https://image.tmdb.org/t/p/w500/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,Fair Game (1995),11859.0,https://www.imdb.com/title/tt0113010
72,3.215085423397935,1995,kickingandscreaming,Comedy|Drama,113537,https://image.tmdb.org/t/p/w500/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,Kicking and Screaming (1995),28387.0,https://www.imdb.com/title/tt0113537
73,3.5028817871943323,1995,"misérables,les",Drama|War,113828,https://image.tmdb.org/t/p/w500/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,"Misérables, Les (1995)",48750.0,https://www.imdb.com/title/tt0113828
74,3.2105382854007933,1996,bedofroses,Drama|Romance,115644,https://image.tmdb.org/t/p/w500/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,Bed of Roses (1996),20927.0,https://www.imdb.com/title/tt0115644
75,2.9360970069943586,1996,bigbully,Comedy|Drama,115676,https://image.tmdb.org/t/p/w500/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,Big Bully (1996),36929.0,https://www.imdb.com/title/tt0115676
76,3.0334361316986813,1995,screamers,Action|Sci-Fi|Thriller,114367,https://image.tmdb.org/t/p/w500/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,Screamers (1995),9102.0,https://www.imdb.com/title/tt0114367
77,3.0958015324321977,1995,nicoicon,Documentary,113973,https://image.tmdb.org/t/p/w500/tuIDKBp92R4tGFOB46MofvakfiY.jpg,Nico Icon (1995),124626.0,https://www.imdb.com/title/tt0113973
83,3.187291469394803,1995,onceuponatime...whenwewerecolored,Drama|Romance,114039,https://image.tmdb.org/t/p/w500/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,Once Upon a Time... When We Were Colored (1995),146599.0,https://www.imdb.com/title/tt0114039
84,3.083360379259773,1995,lastsummerinthehamptons,Comedy|Drama,113612,https://image.tmdb.org/t/p/w500/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,Last Summer in the Hamptons (1995),188588.0,https://www.imdb.com/title/tt0113612
85,3.3263649939559663,1995,angelsandinsects,Drama|Romance,112365,https://image.tmdb.org/t/p/w500/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,Angels and Insects (1995),8447.0,https://www.imdb.com/title/tt0112365
86,3.3451309326592424,1996,whitesquall,Action|Adventure|Drama,118158,https://image.tmdb.org/t/p/w500/3a5nomeyzJF4gG26HouCtce99ki.jpg,White Squall (1996),10534.0,https://www.imdb.com/title/tt0118158
87,2.848611835301424,1996,dunstonchecksin,Children|Comedy,116151,https://image.tmdb.org/t/p/w500/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,Dunston Checks In (1996),17414.0,https://www.imdb.com/title/tt0116151
88,3.1078827325967526,1996,blacksheep,Comedy,115697,https://image.tmdb.org/t/p/w500/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,Black Sheep (1996),13997.0,https://www.imdb.com/title/tt0115697
89,3.106810392158959,1995,nickoftime,Action|Thriller,113972,https://image.tmdb.org/t/p/w500/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,Nick of Time (1995),2086.0,https://www.imdb.com/title/tt0113972
90,3.0866400619409,1995,thejourneyofaugustking,Drama,113490,https://image.tmdb.org/t/p/w500/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg,The Journey of August King (1995),61548.0,https://www.imdb.com/title/tt0113490
92,2.9522979031125205,1996,maryreilly,Drama|Horror|Thriller,117002,https://image.tmdb.org/t/p/w500/Oesh4pN5J2ing4flkgkiVdxILP.jpg,Mary Reilly (1996),9095.0,https://www.imdb.com/title/tt0117002
93,2.7944432358730587,1995,vampireinbrooklyn,Comedy|Horror|Romance,114825,https://image.tmdb.org/t/p/w500/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,Vampire in Brooklyn (1995),12158.0,https://www.imdb.com/title/tt0114825
94,3.3709910071952462,1996,beautifulgirls,Comedy|Drama|Romance,115639,https://image.tmdb.org/t/p/w500/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,Beautiful Girls (1996),9283.0,https://www.imdb.com/title/tt0115639
95,3.1082293010128987,1996,brokenarrow,Action|Adventure|Thriller,115759,https://image.tmdb.org/t/p/w500/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,Broken Arrow (1996),9208.0,https://www.imdb.com/title/tt0115759
96,3.176970420164312,1995,inthebleakmidwinter,Comedy|Drama,113403,https://image.tmdb.org/t/p/w500/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg,In the Bleak Midwinter (1995),40154.0,https://www.imdb.com/title/tt0113403
97,3.5662513711224246,"Haine, La",hate,Crime|Drama,113247,https://image.tmdb.org/t/p/w500/jTzBED0leGPwWDqNewye11qzJgd.jpg,"Hate (Haine, La) (1995)",406.0,https://www.imdb.com/title/tt0113247
98,3.044890468957812,1994,shopping,Action|Thriller,111173,https://image.tmdb.org/t/p/w500/jdYL6f0KXnYBcnWnwGtnanJtKlE.jpg,Shopping (1994),45549.0,https://www.imdb.com/title/tt0111173
99,3.0758182922524635,1995,heidifleiss:hollywoodmadam,Documentary,113283,https://image.tmdb.org/t/p/w500/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg,Heidi Fleiss: Hollywood Madam (1995),63076.0,https://www.imdb.com/title/tt0113283
100,3.174566322151459,1996,cityhall,Drama|Thriller,115907,https://image.tmdb.org/t/p/w500/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,City Hall (1996),11062.0,https://www.imdb.com/title/tt0115907
101,3.5476881418945565,1996,bottlerocket,Adventure|Comedy|Crime|Romance,115734,https://image.tmdb.org/t/p/w500/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,Bottle Rocket (1996),13685.0,https://www.imdb.com/title/tt0115734
102,2.762561053956868,1996,mr.wrong,Comedy,117102,https://image.tmdb.org/t/p/w500/8oZW1loLEczN1BU60YobsJJFdSR.jpg,Mr. Wrong (1996),47475.0,https://www.imdb.com/title/tt0117102
103,3.1349432494258886,1996,unforgettable,Mystery|Sci-Fi|Thriller,118040,https://image.tmdb.org/t/p/w500/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,Unforgettable (1996),2045.0,https://www.imdb.com/title/tt0118040
108,3.0600679406015425,1996,catwalk,Documentary,112646,https://image.tmdb.org/t/p/w500/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg,Catwalk (1996),89333.0,https://www.imdb.com/title/tt0112646
109,3.0557255315027003,1995,headlessbodyintoplessbar,Comedy|Drama|Thriller,113276,https://image.tmdb.org/t/p/w500/tQ6HEWNxvbeF2WklTVEp3su446F.jpg,Headless Body in Topless Bar (1995),96357.0,https://www.imdb.com/title/tt0113276
110,3.9846255717527193,1995,braveheart,Action|Drama|War,112573,https://image.tmdb.org/t/p/w500/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,Braveheart (1995),197.0,https://www.imdb.com/title/tt0112573
111,4.020148180338728,1976,taxidriver,Crime|Drama|Thriller,75314,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,Taxi Driver (1976),103.0,https://www.imdb.com/title/tt075314
112,3.3508781480189413,Hont faan kui,rumbleinthebronx,Action|Adventure|Comedy|Crime,113326,https://image.tmdb.org/t/p/w500/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,Rumble in the Bronx (Hont faan kui) (1995),33542.0,https://www.imdb.com/title/tt0113326
113,3.0826448480665563,1996,beforeandafter,Drama|Mystery,115645,https://image.tmdb.org/t/p/w500/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,Before and After (1996),43566.0,https://www.imdb.com/title/tt0115645
114,3.1180017065862238,1995,margaret'smuseum,Drama,113774,https://image.tmdb.org/t/p/w500/l00ALsdVyRGmPIp5EWlEoplki0X.jpg,Margaret's Museum (1995),71754.0,https://www.imdb.com/title/tt0113774
115,3.068348353153056,"Bonheur est dans le pré, Le",happinessisinthefield,Comedy,112556,https://image.tmdb.org/t/p/w500/90leVz0WMn1YVy6YEHs7zlHOMBn.jpg,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",43612.0,https://www.imdb.com/title/tt0112556
116,3.3316682098946804,1995,annefrankremembered,Documentary,112373,https://image.tmdb.org/t/p/w500/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,Anne Frank Remembered (1995),51352.0,https://www.imdb.com/title/tt0112373
117,3.255397443284502,1995,"youngpoisoner'shandbook,the",Crime|Drama,115033,https://image.tmdb.org/t/p/w500/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg,"Young Poisoner's Handbook, The (1995)",16934.0,https://www.imdb.com/title/tt0115033
118,3.043376874697076,1996,iflucyfell,Comedy|Romance,116606,https://image.tmdb.org/t/p/w500/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg,If Lucy Fell (1996),10324.0,https://www.imdb.com/title/tt0116606
119,3.0339955427544028,1995,"stealbig,steallittle",Comedy,114536,https://image.tmdb.org/t/p/w500/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,"Steal Big, Steal Little (1995)",78406.0,https://www.imdb.com/title/tt0114536
120,3.049246728465425,1996,racethesun,Adventure|Comedy|Drama,117427,https://image.tmdb.org/t/p/w500/2jPKKhZqbMYszH5z1cL7AZuoBiL.jpg,Race the Sun (1996),55731.0,https://www.imdb.com/title/tt0117427
121,3.2476138788855646,1992,"boysofst.vincent,the",Drama,106473,https://image.tmdb.org/t/p/w500/lqUDQqisW5CpkxTPJXvWXCsZgdk.jpg,"Boys of St. Vincent, The (1992)",32119.0,https://www.imdb.com/title/tt0106473
122,2.9335076452184983,1992,boomerang,Comedy|Romance,103859,https://image.tmdb.org/t/p/w500/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,Boomerang (1992),11066.0,https://www.imdb.com/title/tt0103859
123,3.5676041030462016,Chung Hing sam lam,chungkingexpress,Drama|Mystery|Romance,109424,https://image.tmdb.org/t/p/w500/9R5ZuHMYxPGXHEE1VXorYhEXtBA.jpg,Chungking Express (Chung Hing sam lam) (1994),11104.0,https://www.imdb.com/title/tt0109424
124,3.1170299194223627,"Uomo delle stelle, L'","starmaker,the",Drama,114808,https://image.tmdb.org/t/p/w500/wousyAPimHw7RQVjlvzA8BSr2pt.jpg,"Star Maker, The (Uomo delle stelle, L') (1995)",37975.0,https://www.imdb.com/title/tt0114808
125,3.4815788839712405,1996,flirtingwithdisaster,Comedy,116324,https://image.tmdb.org/t/p/w500/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,Flirting With Disaster (1996),2074.0,https://www.imdb.com/title/tt0116324
126,2.7741839418650494,1994,"neverendingstoryiii,the",Adventure|Children|Fantasy,110647,https://image.tmdb.org/t/p/w500/qWvj3Ls7PQtz5L1eZpfoj5058Yz.jpg,"NeverEnding Story III, The (1994)",27793.0,https://www.imdb.com/title/tt0110647
127,3.0648640085541814,Saimt el Qusur,"silencesofthepalace,the",Drama,111055,https://image.tmdb.org/t/p/w500/3M4bH7A2L6wrHeueTUwr5PKYkfS.jpg,"Silences of the Palace, The (Saimt el Qusur) (1994)",44284.0,https://www.imdb.com/title/tt0111055
128,3.075577539114588,1994,jupiter'swife,Documentary,110217,https://image.tmdb.org/t/p/w500/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg,Jupiter's Wife (1994),290157.0,https://www.imdb.com/title/tt0110217
131,3.0810927873824667,1995,frankiestarlight,Drama|Romance,113107,https://image.tmdb.org/t/p/w500/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,Frankie Starlight (1995),73067.0,https://www.imdb.com/title/tt0113107
132,2.916517175342185,1995,jade,Thriller,113451,https://image.tmdb.org/t/p/w500/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,Jade (1995),11863.0,https://www.imdb.com/title/tt0113451
133,3.056308670899573,1995,nuebayol,Comedy|Drama,114015,https://image.tmdb.org/t/p/w500/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg,Nueba Yol (1995),55475.0,https://www.imdb.com/title/tt0114015
134,3.0706895630031554,1995,sonicoutlaws,Documentary,114500,https://image.tmdb.org/t/p/w500/wU4NBvZdP1wTAq142OR5knnhfG5.jpg,Sonic Outlaws (1995),124636.0,https://www.imdb.com/title/tt0114500
135,3.012194785805653,1996,downperiscope,Comedy,116130,https://image.tmdb.org/t/p/w500/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,Down Periscope (1996),9101.0,https://www.imdb.com/title/tt0116130
136,3.0843796249717874,1995,fromthejournalsofjeanseberg,Documentary,113125,https://image.tmdb.org/t/p/w500/i434k0SSFhDav9lCxFQzD95EciY.jpg,From the Journals of Jean Seberg (1995),123360.0,https://www.imdb.com/title/tt0113125
137,3.0846561470550005,1995,manoftheyear,Documentary,113756,https://image.tmdb.org/t/p/w500/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,Man of the Year (1995),5757.0,https://www.imdb.com/title/tt0113756
138,3.074898076020917,1995,"neonbible,the",Drama,113952,https://image.tmdb.org/t/p/w500/wpaZXRvhdNhmaedy8BMytuOXvGO.jpg,"Neon Bible, The (1995)",39428.0,https://www.imdb.com/title/tt0113952
139,3.0623536704177394,1995,target,Action|Drama,114618,https://image.tmdb.org/t/p/w500/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg,Target (1995),124639.0,https://www.imdb.com/title/tt0114618
